Test group name,Sample name,Length,Width,Thickness,Speed (%/min),Force cell,Données brutes,,
,,(mm),(mm),(mm),(%),(N),,,
20240523_test_1,,0,0,0,0,100,VRAI,,
,,,,,,,,,
Tableau de résultats 1,,,,,,,,,
,Sample name,Length,Speed (%/min),Thickness,Width,Waiting time,Initial length between the clamps,Date de début,Déformation 1 longueur initiale
,,(mm),(%),(mm),(mm),(s),(mm),,(mm)
1,rtv_1mm,4.77,60,1,4,0,45,23/05/2024,4.77
,,,,,,,,,
Tableau de résultats 2,,,,,,,,,
,Sample name,Thickness,Length,Initiql length between the clamps,Speed (%/min),Initial length between the clamps,Waiting time,Date de début,
,,(mm),(mm),(mm),(%),(mm),(s),,
1,rtv_1mm,1,4,4.77,60,45,0,23/05/2024,
,,,,,,,,,
Time (s),Displacement (mm),Shifted displacement 10.89 (mm),Force (N),Strain AS (%),Stress AS (kPa),Nombre total de cycles,Nombre de cycles,Extenso strain (%),
286.688,17.3406,28.2306,0.6077,-351.5597,151.923,10,1,12.442,
286.708,17.3475,28.2375,0.6086,-351.4143,152.1409,10,1,12.462,
286.728,17.3546,28.2446,0.6097,-351.2663,152.4157,10,1,12.4807,
286.748,17.362,28.252,0.6104,-351.1101,152.6035,10,1,12.4993,
286.768,17.3695,28.2595,0.6117,-350.9534,152.935,10,1,12.5187,
286.788,17.3772,28.2672,0.6118,-350.7915,152.9533,10,1,12.5394,
286.808,17.3851,28.2751,0.6121,-350.6267,153.0263,10,1,12.5589,
286.828,17.3928,28.2828,0.6124,-350.4651,153.0977,10,1,12.5763,
286.848,17.4005,28.2905,0.6132,-350.3039,153.3022,10,1,12.5942,
286.868,17.408,28.298,0.6145,-350.1472,153.6306,10,1,12.6124,
286.888,17.4153,28.3053,0.6161,-349.993,154.0349,10,1,12.6306,
286.908,17.423,28.313,0.6167,-349.8326,154.1766,10,1,12.648,
286.928,17.4306,28.3206,0.6176,-349.6724,154.4005,10,1,12.6666,
286.948,17.4384,28.3284,0.6177,-349.5095,154.4306,10,1,12.6863,
286.968,17.4464,28.3364,0.6183,-349.3426,154.5681,10,1,12.7069,
286.988,17.4542,28.3442,0.6194,-349.1783,154.8554,10,1,12.7277,
287.008,17.462,28.352,0.6198,-349.0157,154.9547,10,1,12.7478,
287.028,17.4696,28.3596,0.6208,-348.856,155.1969,10,1,12.7632,
287.048,17.4773,28.3673,0.6225,-348.6944,155.6205,10,1,12.7781,
287.068,17.4855,28.3755,0.6227,-348.5227,155.6796,10,1,12.7963,
287.088,17.4937,28.3837,0.6236,-348.35,155.906,10,1,12.817,
287.108,17.5021,28.3921,0.6241,-348.174,156.027,10,1,12.8379,
287.128,17.5105,28.4005,0.6245,-347.9979,156.1239,10,1,12.8602,
287.148,17.5187,28.4087,0.6254,-347.8269,156.3383,10,1,12.8843,
287.168,17.5266,28.4166,0.6259,-347.6613,156.4826,10,1,12.9084,
287.188,17.5341,28.4241,0.6268,-347.5041,156.7073,10,1,12.9322,
287.208,17.5415,28.4315,0.6282,-347.3488,157.0453,10,1,12.9539,
287.228,17.549,28.439,0.6293,-347.1917,157.3148,10,1,12.975,
287.248,17.5562,28.4462,0.6301,-347.0391,157.5283,10,1,12.9959,
287.268,17.5637,28.4537,0.6305,-346.8826,157.6353,10,1,13.0159,
287.288,17.5713,28.4613,0.6307,-346.7226,157.6828,10,1,13.0348,
287.308,17.5789,28.4689,0.6314,-346.563,157.8547,10,1,13.05,
287.328,17.5868,28.4768,0.6322,-346.3993,158.0533,10,1,13.0621,
287.348,17.5947,28.4847,0.634,-346.2319,158.4923,10,1,13.0767,
287.368,17.6029,28.4929,0.6353,-346.0608,158.8229,10,1,13.094,
287.388,17.6113,28.5013,0.6354,-345.8849,158.8531,10,1,13.1084,
287.408,17.6198,28.5098,0.6366,-345.7065,159.1465,10,1,13.1217,
287.428,17.6288,28.5188,0.6369,-345.517,159.2187,10,1,13.1366,
287.448,17.6382,28.5282,0.6377,-345.3218,159.4214,10,1,13.1516,
287.468,17.6476,28.5376,0.6384,-345.1241,159.6092,10,1,13.17,
287.488,17.6568,28.5468,0.6394,-344.9298,159.8551,10,1,13.191,
287.508,17.6661,28.5561,0.6405,-344.7359,160.1228,10,1,13.2125,
287.528,17.6754,28.5654,0.6412,-344.5411,160.31,10,1,13.2361,
287.548,17.6846,28.5746,0.6428,-344.3478,160.6937,10,1,13.2593,
287.568,17.6938,28.5838,0.6439,-344.1541,160.9757,10,1,13.2855,
287.588,17.7027,28.5927,0.6443,-343.9683,161.07,10,1,13.3119,
287.608,17.7113,28.6013,0.6445,-343.7885,161.1338,10,1,13.3378,
287.628,17.7195,28.6095,0.6456,-343.616,161.4047,10,1,13.3626,
287.648,17.7277,28.6177,0.6466,-343.4449,161.6547,10,1,13.3861,
287.668,17.7358,28.6258,0.6468,-343.2738,161.7001,10,1,13.4097,
287.688,17.7438,28.6338,0.6488,-343.1079,162.1951,10,1,13.4335,
287.708,17.7517,28.6417,0.6496,-342.9411,162.4073,10,1,13.4578,
287.728,17.7594,28.6494,0.6499,-342.7798,162.4851,10,1,13.4801,
287.748,17.7668,28.6568,0.6502,-342.6255,162.5453,10,1,13.4995,
287.768,17.774,28.664,0.6507,-342.4736,162.6799,10,1,13.5173,
287.788,17.781,28.671,0.6521,-342.3267,163.0218,10,1,13.5342,
287.808,17.7881,28.6781,0.6535,-342.1787,163.3835,10,1,13.548,
287.828,17.7956,28.6856,0.6542,-342.0214,163.5466,10,1,13.5623,
287.848,17.8033,28.6933,0.655,-341.8605,163.7608,10,1,13.5745,
287.868,17.8116,28.7016,0.6557,-341.6864,163.9254,10,1,13.5871,
287.888,17.8204,28.7104,0.6562,-341.5017,164.0432,10,1,13.6031,
287.908,17.8293,28.7193,0.6568,-341.3145,164.2065,10,1,13.622,
287.928,17.8382,28.7282,0.657,-341.1276,164.2459,10,1,13.6402,
287.948,17.8471,28.7371,0.6586,-340.9418,164.6537,10,1,13.6611,
287.968,17.8562,28.7462,0.6596,-340.751,164.8915,10,1,13.682,
287.988,17.8652,28.7552,0.6607,-340.5619,165.1824,10,1,13.7033,
288.008,17.8744,28.7644,0.6618,-340.3696,165.4482,10,1,13.725,
288.028,17.8836,28.7736,0.6633,-340.1761,165.8281,10,1,13.7477,
288.048,17.8927,28.7827,0.6636,-339.985,165.8923,10,1,13.7697,
288.068,17.9015,28.7915,0.6636,-339.8,165.905,10,1,13.7933,
288.088,17.9101,28.8001,0.6649,-339.6204,166.2281,10,1,13.8169,
288.108,17.9187,28.8087,0.6657,-339.44,166.417,10,1,13.8411,
288.128,17.927,28.817,0.6664,-339.267,166.5885,10,1,13.8633,
288.148,17.9352,28.8252,0.6675,-339.0938,166.8847,10,1,13.8846,
288.168,17.9436,28.8336,0.6678,-338.9181,166.9546,10,1,13.9066,
288.188,17.9518,28.8418,0.6686,-338.7465,167.1377,10,1,13.9285,
288.208,17.9598,28.8498,0.6691,-338.5779,167.2846,10,1,13.9489,
288.228,17.9677,28.8577,0.6702,-338.4134,167.5478,10,1,13.971,
288.248,17.9756,28.8656,0.6714,-338.247,167.8473,10,1,13.9936,
288.268,17.9836,28.8736,0.6716,-338.0801,167.9089,10,1,14.0157,
288.288,17.9913,28.8813,0.673,-337.9182,168.2591,10,1,14.0363,
288.308,17.9992,28.8892,0.6736,-337.7519,168.4075,10,1,14.0552,
288.328,18.0071,28.8971,0.6748,-337.5866,168.7112,10,1,14.0739,
288.348,18.0148,28.9048,0.6756,-337.425,168.9087,10,1,14.0924,
288.368,18.0225,28.9125,0.6757,-337.2636,168.9315,10,1,14.1105,
288.388,18.0302,28.9202,0.6764,-337.1026,169.1105,10,1,14.1285,
288.408,18.0381,28.9281,0.6774,-336.9371,169.3377,10,1,14.1456,
288.428,18.0461,28.9361,0.6783,-336.7698,169.5798,10,1,14.1642,
288.448,18.054,28.944,0.6798,-336.6037,169.9524,10,1,14.184,
288.468,18.0623,28.9523,0.6802,-336.4301,170.0625,10,1,14.2032,
288.488,18.0706,28.9606,0.6809,-336.2562,170.2351,10,1,14.2233,
288.508,18.0787,28.9687,0.6814,-336.0854,170.3568,10,1,14.2454,
288.528,18.0866,28.9766,0.6817,-335.9195,170.4372,10,1,14.2676,
288.548,18.0943,28.9843,0.6827,-335.7592,170.6807,10,1,14.2898,
288.568,18.1021,28.9921,0.6834,-335.5962,170.8533,10,1,14.3105,
288.588,18.1098,28.9998,0.6841,-335.4342,171.0309,10,1,14.332,
288.608,18.1174,29.0074,0.6854,-335.2742,171.355,10,1,14.3524,
288.628,18.1253,29.0153,0.6862,-335.1095,171.5536,10,1,14.3703,
288.648,18.1331,29.0231,0.6876,-334.9464,171.8986,10,1,14.3882,
288.668,18.1408,29.0308,0.6882,-334.7834,172.0555,10,1,14.4064,
288.688,18.1486,29.0386,0.6881,-334.6213,172.0149,10,1,14.4269,
288.708,18.1561,29.0461,0.6885,-334.4625,172.1151,10,1,14.447,
288.728,18.1639,29.0539,0.6892,-334.2993,172.2937,10,1,14.4638,
288.748,18.1718,29.0618,0.6902,-334.1351,172.5611,10,1,14.48,
288.768,18.1798,29.0697,0.6914,-333.9675,172.8433,10,1,14.4963,
288.788,18.1882,29.0782,0.6922,-333.7893,173.0554,10,1,14.5149,
288.808,18.1969,29.0869,0.6934,-333.6084,173.3421,10,1,14.5358,
288.828,18.2055,29.0955,0.6935,-333.4272,173.373,10,1,14.555,
288.848,18.214,29.104,0.6941,-333.2492,173.5151,10,1,14.5742,
288.868,18.2226,29.1126,0.6953,-333.0701,173.8186,10,1,14.5947,
288.888,18.2311,29.1211,0.6959,-332.8904,173.9757,10,1,14.6151,
288.908,18.2395,29.1295,0.6972,-332.714,174.3064,10,1,14.6348,
288.928,18.2482,29.1382,0.6979,-332.5319,174.4865,10,1,14.6535,
288.948,18.2569,29.1469,0.6987,-332.3492,174.6806,10,1,14.6717,
288.968,18.2656,29.1556,0.6992,-332.1668,174.7902,10,1,14.69,
288.988,18.2742,29.1642,0.7004,-331.9865,175.1026,10,1,14.7086,
289.008,18.2829,29.1729,0.7015,-331.8048,175.3807,10,1,14.727,
289.028,18.2918,29.1818,0.7015,-331.6176,175.3812,10,1,14.7461,
289.048,18.3008,29.1908,0.7024,-331.4305,175.5896,10,1,14.7662,
289.068,18.3099,29.1999,0.7036,-331.238,175.8934,10,1,14.7885,
289.088,18.3191,29.2091,0.7046,-331.046,176.146,10,1,14.8111,
289.108,18.328,29.218,0.7056,-330.8586,176.3955,10,1,14.8341,
289.128,18.3366,29.2266,0.7067,-330.6798,176.6719,10,1,14.8543,
289.148,18.3449,29.2349,0.7076,-330.5045,176.8886,10,1,14.8724,
289.168,18.3535,29.2435,0.7078,-330.3247,176.9498,10,1,14.89,
289.188,18.3621,29.2521,0.7087,-330.1454,177.177,10,1,14.9087,
289.208,18.3709,29.2609,0.7098,-329.9609,177.4393,10,1,14.9272,
289.228,18.3798,29.2698,0.7107,-329.7738,177.6851,10,1,14.9477,
289.248,18.3887,29.2787,0.7116,-329.5869,177.9113,10,1,14.9672,
289.268,18.3975,29.2875,0.7126,-329.403,178.1427,10,1,14.986,
289.288,18.4062,29.2962,0.7141,-329.2198,178.5139,10,1,15.0047,
289.308,18.4151,29.3051,0.7135,-329.0326,178.3835,10,1,15.0237,
289.328,18.424,29.314,0.7144,-328.8472,178.6019,10,1,15.0429,
289.348,18.4331,29.3231,0.7149,-328.6555,178.7306,10,1,15.0617,
289.368,18.4425,29.3325,0.7165,-328.4595,179.1336,10,1,15.0814,
289.388,18.4518,29.3418,0.7172,-328.264,179.2921,10,1,15.104,
289.408,18.4608,29.3508,0.7183,-328.0745,179.5768,10,1,15.13,
289.428,18.4696,29.3596,0.7192,-327.8901,179.7921,10,1,15.1575,
289.448,18.4783,29.3683,0.72,-327.7089,180.0079,10,1,15.1852,
289.468,18.4864,29.3764,0.7201,-327.5379,180.0301,10,1,15.2129,
289.488,18.4944,29.3844,0.7212,-327.3702,180.3049,10,1,15.2394,
289.508,18.5022,29.3922,0.7216,-327.2077,180.4121,10,1,15.264,
289.528,18.5096,29.3996,0.7218,-327.0527,180.4404,10,1,15.2892,
289.548,18.5167,29.4067,0.7229,-326.9037,180.7145,10,1,15.315,
289.568,18.5233,29.4133,0.724,-326.7643,181.006,10,1,15.339,
289.588,18.5298,29.4198,0.7258,-326.6289,181.4409,10,1,15.3602,
289.608,18.5365,29.4265,0.726,-326.4882,181.493,10,1,15.3809,
289.628,18.5432,29.4332,0.7256,-326.3487,181.4124,10,1,15.3993,
289.648,18.5498,29.4398,0.7263,-326.2096,181.5775,10,1,15.4146,
289.668,18.5569,29.4469,0.7267,-326.0605,181.6711,10,1,15.4288,
289.688,18.5643,29.4543,0.7278,-325.9065,181.9493,10,1,15.4435,
289.708,18.5717,29.4617,0.729,-325.7508,182.2422,10,1,15.4583,
289.728,18.5793,29.4693,0.7293,-325.5918,182.3182,10,1,15.4735,
289.748,18.5868,29.4768,0.7305,-325.4341,182.6167,10,1,15.4892,
289.768,18.5944,29.4844,0.731,-325.2737,182.759,10,1,15.5053,
289.788,18.6023,29.4923,0.7313,-325.1086,182.8187,10,1,15.5203,
289.808,18.6102,29.5002,0.7319,-324.9425,182.9851,10,1,15.5358,
289.828,18.6186,29.5086,0.7332,-324.767,183.2908,10,1,15.5514,
289.848,18.6273,29.5173,0.7336,-324.5849,183.3939,10,1,15.5691,
289.868,18.6361,29.5261,0.7344,-324.4003,183.6105,10,1,15.5866,
289.888,18.6449,29.5349,0.7353,-324.2165,183.8194,10,1,15.6082,
289.908,18.6535,29.5435,0.7371,-324.0357,184.2851,10,1,15.6333,
289.928,18.6621,29.5521,0.7371,-323.8549,184.2708,10,1,15.66,
289.948,18.6704,29.5604,0.7374,-323.6822,184.358,10,1,15.6878,
289.968,18.6784,29.5684,0.7379,-323.5137,184.4718,10,1,15.7141,
289.988,18.6863,29.5763,0.7388,-323.3485,184.7031,10,1,15.7392,
290.008,18.6938,29.5838,0.7397,-323.1908,184.9321,10,1,15.7658,
290.028,18.7009,29.5909,0.7407,-323.041,185.1806,10,1,15.7918,
290.048,18.7076,29.5976,0.7413,-322.9025,185.3369,10,1,15.8158,
290.068,18.7137,29.6037,0.7421,-322.7736,185.5161,10,1,15.8401,
290.088,18.7199,29.6099,0.7423,-322.6444,185.587,10,1,15.8637,
290.108,18.726,29.616,0.7424,-322.5157,185.604,10,1,15.8859,
290.128,18.7317,29.6217,0.7431,-322.3959,185.7665,10,1,15.9055,
290.148,18.7374,29.6274,0.7441,-322.2763,186.0295,10,1,15.9239,
290.168,18.7435,29.6335,0.7446,-322.1489,186.1398,10,1,15.9414,
290.188,18.7496,29.6396,0.7452,-322.0205,186.3029,10,1,15.9582,
290.208,18.7556,29.6456,0.7465,-321.8942,186.6134,10,1,15.9758,
290.228,18.7617,29.6517,0.7466,-321.767,186.6564,10,1,15.9938,
290.248,18.7677,29.6577,0.7466,-321.6405,186.6508,10,1,16.0103,
290.268,18.7736,29.6636,0.7471,-321.5172,186.7802,10,1,16.0257,
290.288,18.7797,29.6697,0.7482,-321.3895,187.0384,10,1,16.0382,
290.308,18.7864,29.6764,0.7478,-321.2495,186.96,10,1,16.0484,
290.328,18.7933,29.6833,0.7491,-321.1042,187.2813,10,1,16.0577,
290.348,18.8008,29.6908,0.7508,-320.9477,187.7047,10,1,16.0677,
290.368,18.8089,29.6989,0.7515,-320.7779,187.8713,10,1,16.0801,
290.388,18.8172,29.7072,0.7518,-320.6035,187.9379,10,1,16.0938,
290.408,18.8258,29.7158,0.7522,-320.4233,188.0524,10,1,16.1079,
290.428,18.8346,29.7246,0.7534,-320.2395,188.3403,10,1,16.1234,
290.448,18.8437,29.7337,0.754,-320.0492,188.494,10,1,16.1389,
290.468,18.853,29.743,0.7548,-319.8535,188.7074,10,1,16.1549,
290.488,18.8626,29.7526,0.7564,-319.6518,189.1031,10,1,16.1725,
290.508,18.8726,29.7626,0.7571,-319.4414,189.2684,10,1,16.1917,
290.528,18.8827,29.7727,0.7577,-319.2303,189.425,10,1,16.2106,
290.548,18.8927,29.7827,0.7593,-319.0211,189.8287,10,1,16.2294,
290.568,18.9027,29.7927,0.7597,-318.8123,189.9242,10,1,16.25,
290.588,18.9128,29.8028,0.7603,-318.5997,190.0853,10,1,16.2721,
290.608,18.9229,29.8129,0.7615,-318.3868,190.3634,10,1,16.2955,
290.628,18.9332,29.8232,0.7625,-318.1718,190.6136,10,1,16.3182,
290.648,18.9433,29.8333,0.7633,-317.9594,190.8339,10,1,16.3406,
290.668,18.9533,29.8433,0.7644,-317.7501,191.1106,10,1,16.3619,
290.688,18.9631,29.8531,0.7655,-317.5443,191.3764,10,1,16.3837,
290.708,18.973,29.863,0.7662,-317.3385,191.5616,10,1,16.4045,
290.728,18.9827,29.8727,0.7674,-317.1349,191.8422,10,1,16.4229,
290.748,18.9926,29.8826,0.7682,-316.9261,192.0493,10,1,16.4421,
290.768,19.0027,29.8927,0.7685,-316.7157,192.1269,10,1,16.4627,
290.788,19.0127,29.9027,0.7698,-316.5063,192.4544,10,1,16.4827,
290.808,19.0225,29.9125,0.771,-316.3006,192.7572,10,1,16.5035,
290.828,19.0323,29.9223,0.7723,-316.0935,193.0839,10,1,16.5255,
290.848,19.0421,29.9321,0.7735,-315.8882,193.3662,10,1,16.5486,
290.868,19.0521,29.9421,0.7735,-315.6796,193.3818,10,1,16.5717,
290.888,19.062,29.952,0.7738,-315.4725,193.446,10,1,16.5949,
290.908,19.0716,29.9616,0.7746,-315.2697,193.6382,10,1,16.6179,
290.928,19.081,29.971,0.7757,-315.0744,193.9259,10,1,16.6419,
290.948,19.09,29.98,0.7771,-314.8849,194.287,10,1,16.6643,
290.968,19.099,29.989,0.7784,-314.6955,194.5926,10,1,16.6872,
290.988,19.108,29.998,0.7792,-314.5071,194.8074,10,1,16.7126,
291.008,19.1171,30.0071,0.7803,-314.3171,195.0698,10,1,16.7407,
291.028,19.1257,30.0157,0.7808,-314.1356,195.2124,10,1,16.7668,
291.048,19.134,30.024,0.7813,-313.9614,195.3146,10,1,16.7905,
291.068,19.142,30.032,0.7815,-313.7939,195.3784,10,1,16.8132,
291.088,19.1498,30.0398,0.7829,-313.6301,195.7319,10,1,16.8354,
291.108,19.1578,30.0478,0.7828,-313.4624,195.709,10,1,16.8577,
291.128,19.1656,30.0556,0.7847,-313.2997,196.1693,10,1,16.8784,
291.148,19.1734,30.0634,0.7856,-313.1366,196.3904,10,1,16.9005,
291.168,19.1812,30.0712,0.7864,-312.972,196.5985,10,1,16.9235,
291.188,19.1888,30.0788,0.7862,-312.8129,196.5419,10,1,16.948,
291.208,19.1962,30.0862,0.7862,-312.6589,196.5622,10,1,16.9709,
291.228,19.2031,30.0931,0.7861,-312.5128,196.5283,10,1,16.9913,
291.248,19.2099,30.0999,0.7879,-312.3718,196.984,10,1,17.01,
291.268,19.2169,30.1069,0.7886,-312.225,197.161,10,1,17.0307,
291.288,19.2238,30.1138,0.7896,-312.0792,197.4109,10,1,17.0547,
291.308,19.2304,30.1204,0.7903,-311.9403,197.5662,10,1,17.0766,
291.328,19.2373,30.1273,0.7912,-311.7974,197.7978,10,1,17.0966,
291.348,19.2442,30.1342,0.7911,-311.6528,197.7846,10,1,17.1182,
291.368,19.2508,30.1408,0.7915,-311.5143,197.8857,10,1,17.1403,
291.388,19.2572,30.1472,0.7921,-311.3789,198.0347,10,1,17.1635,
291.408,19.2634,30.1534,0.7925,-311.2487,198.1285,10,1,17.1872,
291.428,19.2693,30.1593,0.7934,-311.1262,198.3573,10,1,17.2106,
291.448,19.2751,30.1651,0.7942,-311.0037,198.5607,10,1,17.2326,
291.468,19.2812,30.1712,0.795,-310.8773,198.7377,10,1,17.2511,
291.488,19.287,30.177,0.795,-310.7551,198.7467,10,1,17.2689,
291.508,19.2927,30.1827,0.796,-310.6353,198.9917,10,1,17.286,
291.528,19.2989,30.1889,0.7959,-310.5062,198.9743,10,1,17.3033,
291.548,19.3052,30.1952,0.7964,-310.3727,199.1068,10,1,17.3206,
291.568,19.3114,30.2014,0.7964,-310.2433,199.1078,10,1,17.3352,
291.588,19.3177,30.2077,0.7981,-310.112,199.5219,10,1,17.3489,
291.608,19.3241,30.2141,0.7992,-309.9771,199.8051,10,1,17.3646,
291.628,19.3306,30.2206,0.8002,-309.8416,200.053,10,1,17.3815,
291.648,19.3373,30.2273,0.8004,-309.7011,200.0892,10,1,17.3968,
291.668,19.3443,30.2343,0.8003,-309.5531,200.0781,10,1,17.4106,
291.688,19.3515,30.2415,0.8005,-309.4029,200.1208,10,1,17.4219,
291.708,19.3592,30.2492,0.8018,-309.2419,200.4425,10,1,17.434,
291.728,19.3673,30.2573,0.8023,-309.0707,200.574,10,1,17.4482,
291.748,19.3756,30.2656,0.8032,-308.8972,200.8124,10,1,17.4639,
291.768,19.3841,30.2741,0.8037,-308.7197,200.9243,10,1,17.4794,
291.788,19.3926,30.2826,0.8052,-308.5404,201.2991,10,1,17.4944,
291.808,19.4015,30.2915,0.806,-308.3542,201.4906,10,1,17.5098,
291.828,19.4106,30.3006,0.8063,-308.164,201.5859,10,1,17.5262,
291.848,19.4199,30.3099,0.807,-307.9694,201.7419,10,1,17.5432,
291.868,19.4294,30.3194,0.8078,-307.7686,201.9573,10,1,17.5611,
291.888,19.439,30.329,0.8087,-307.5672,202.1866,10,1,17.5796,
291.908,19.4487,30.3387,0.8094,-307.3651,202.3588,10,1,17.5998,
291.928,19.4582,30.3482,0.8115,-307.1658,202.868,10,1,17.6201,
291.948,19.4678,30.3578,0.812,-306.9644,202.994,10,1,17.6409,
291.968,19.4773,30.3673,0.8125,-306.7644,203.1194,10,1,17.6619,
291.988,19.4871,30.3771,0.8127,-306.5593,203.1772,10,1,17.683,
292.008,19.497,30.387,0.8138,-306.3519,203.4551,10,1,17.7051,
292.028,19.5069,30.3969,0.8142,-306.1449,203.538,10,1,17.7272,
292.048,19.5166,30.4066,0.8159,-305.9421,203.9793,10,1,17.75,
292.068,19.5263,30.4163,0.817,-305.7383,204.2583,10,1,17.774,
292.088,19.5358,30.4258,0.818,-305.539,204.4977,10,1,17.7969,
292.108,19.5452,30.4352,0.8189,-305.3424,204.7242,10,1,17.8204,
292.128,19.5545,30.4445,0.8198,-305.1468,204.9399,10,1,17.8447,
292.148,19.5635,30.4535,0.8196,-304.9572,204.8897,10,1,17.8698,
292.168,19.5723,30.4623,0.8201,-304.7745,205.0158,10,1,17.8922,
292.188,19.5807,30.4707,0.8217,-304.5983,205.417,10,1,17.9147,
292.208,19.5892,30.4792,0.8226,-304.4197,205.6621,10,1,17.9354,
292.228,19.5977,30.4877,0.8239,-304.2411,205.9729,10,1,17.9538,
292.248,19.6064,30.4964,0.8252,-304.0593,206.2915,10,1,17.9711,
292.268,19.6153,30.5053,0.8258,-303.8714,206.4417,10,1,17.9901,
292.288,19.6243,30.5143,0.8261,-303.6836,206.5354,10,1,18.0084,
292.308,19.6332,30.5232,0.8262,-303.4966,206.5507,10,1,18.0267,
292.328,19.642,30.532,0.8271,-303.3128,206.7845,10,1,18.0435,
292.348,19.651,30.541,0.828,-303.1236,206.9974,10,1,18.0594,
292.368,19.6601,30.5501,0.8294,-302.932,207.3526,10,1,18.0755,
292.388,19.6695,30.5595,0.83,-302.7349,207.5114,10,1,18.0934,
292.408,19.6792,30.5692,0.8303,-302.5316,207.5653,10,1,18.1129,
292.428,19.6889,30.5789,0.8315,-302.3285,207.8713,10,1,18.1326,
292.448,19.6984,30.5884,0.8321,-302.129,208.0293,10,1,18.1503,
292.468,19.708,30.598,0.8332,-301.929,208.297,10,1,18.1702,
292.488,19.7177,30.6077,0.834,-301.7258,208.5087,10,1,18.1919,
292.508,19.7273,30.6173,0.8355,-301.5236,208.887,10,1,18.2127,
292.528,19.7372,30.6272,0.836,-301.3158,208.9943,10,1,18.2341,
292.548,19.7471,30.6371,0.8375,-301.1083,209.375,10,1,18.2556,
292.568,19.7569,30.6469,0.8382,-300.9028,209.5547,10,1,18.2768,
292.588,19.7666,30.6566,0.84,-300.6997,210.0064,10,1,18.2965,
292.608,19.7765,30.6665,0.8397,-300.4929,209.9246,10,1,18.3182,
292.628,19.7861,30.6761,0.8406,-300.2906,210.1393,10,1,18.3412,
292.648,19.7957,30.6857,0.8408,-300.0898,210.1998,10,1,18.366,
292.668,19.8051,30.6951,0.8419,-299.8925,210.4806,10,1,18.3922,
292.688,19.8143,30.7043,0.8424,-299.7011,210.5942,10,1,18.417,
292.708,19.823,30.713,0.8435,-299.517,210.886,10,1,18.4387,
292.728,19.8317,30.7217,0.8449,-299.3363,211.2342,10,1,18.4599,
292.748,19.8404,30.7304,0.8456,-299.153,211.4059,10,1,18.4814,
292.768,19.849,30.739,0.8461,-298.972,211.5289,10,1,18.5029,
292.788,19.8579,30.7479,0.8466,-298.7871,211.6598,10,1,18.5232,
292.808,19.8667,30.7567,0.8474,-298.6021,211.8524,10,1,18.5439,
292.828,19.8754,30.7654,0.8478,-298.4191,211.9467,10,1,18.5614,
292.848,19.8841,30.7741,0.8488,-298.2365,212.19,10,1,18.5791,
292.868,19.8928,30.7828,0.8502,-298.0542,212.5437,10,1,18.5963,
292.888,19.9017,30.7917,0.8507,-297.8679,212.667,10,1,18.6162,
292.908,19.9105,30.8005,0.8518,-297.6843,212.9435,10,1,18.6379,
292.928,19.9193,30.8093,0.8523,-297.4985,213.0764,10,1,18.6604,
292.948,19.9281,30.8181,0.8528,-297.3135,213.1965,10,1,18.6824,
292.968,19.9368,30.8268,0.8535,-297.1328,213.3652,10,1,18.705,
292.988,19.9451,30.8351,0.854,-296.9584,213.4975,10,1,18.7272,
293.008,19.9531,30.8431,0.8557,-296.7896,213.9373,10,1,18.7512,
293.028,19.9613,30.8513,0.8563,-296.6186,214.0725,10,1,18.7768,
293.048,19.9692,30.8592,0.8572,-296.4529,214.2943,10,1,18.8037,
293.068,19.9768,30.8668,0.8572,-296.2925,214.3033,10,1,18.8304,
293.088,19.9845,30.8745,0.8576,-296.1317,214.3977,10,1,18.8562,
293.108,19.9918,30.8818,0.8577,-295.9785,214.4133,10,1,18.8809,
293.128,19.9987,30.8887,0.8589,-295.8336,214.7176,10,1,18.9064,
293.148,20.0052,30.8952,0.859,-295.698,214.7524,10,1,18.9345,
293.168,20.011,30.901,0.8597,-295.5765,214.9174,10,1,18.9634,
293.188,20.0163,30.9063,0.8604,-295.4653,215.1033,10,1,18.9908,
293.208,20.0216,30.9116,0.8615,-295.3536,215.3664,10,1,19.0146,
293.228,20.0269,30.9169,0.8616,-295.2435,215.4056,10,1,19.0366,
293.248,20.0316,30.9216,0.8617,-295.1442,215.4342,10,1,19.0576,
293.268,20.0361,30.9261,0.8623,-295.051,215.5803,10,1,19.0771,
293.288,20.0408,30.9308,0.8631,-294.9516,215.7851,10,1,19.094,
293.308,20.0459,30.9359,0.8639,-294.8453,215.9697,10,1,19.1115,
293.328,20.0508,30.9408,0.864,-294.7415,216.0006,10,1,19.1274,
293.348,20.0556,30.9456,0.865,-294.6408,216.2407,10,1,19.1408,
293.368,20.0606,30.9506,0.8652,-294.5368,216.3057,10,1,19.1548,
293.388,20.0658,30.9558,0.8649,-294.4286,216.217,10,1,19.1687,
293.408,20.071,30.961,0.8651,-294.3196,216.2778,10,1,19.1819,
293.428,20.0762,30.9662,0.8661,-294.2099,216.5134,10,1,19.1935,
293.448,20.0819,30.9719,0.867,-294.0895,216.7456,10,1,19.2056,
293.468,20.0883,30.9783,0.8669,-293.9562,216.7139,10,1,19.217,
293.488,20.0949,30.9849,0.8678,-293.8183,216.9461,10,1,19.2286,
293.508,20.102,30.992,0.8693,-293.6685,217.3193,10,1,19.2396,
293.528,20.1098,30.9998,0.8697,-293.5049,217.4194,10,1,19.2514,
