Test group name,Sample name,Length,Width,Thickness,Speed (%/min),Force cell,Données brutes,,
,,(mm),(mm),(mm),(%),(N),,,
20240523_test_1,,0,0,0,0,100,VRAI,,
,,,,,,,,,
Tableau de résultats 1,,,,,,,,,
,Sample name,Length,Speed (%/min),Thickness,Width,Waiting time,Initial length between the clamps,Date de début,Déformation 1 longueur initiale
,,(mm),(%),(mm),(mm),(s),(mm),,(mm)
1,rtv_1mm,4.77,60,1,4,0,45,23/05/2024,4.77
,,,,,,,,,
Tableau de résultats 2,,,,,,,,,
,Sample name,Thickness,Length,Initiql length between the clamps,Speed (%/min),Initial length between the clamps,Waiting time,Date de début,
,,(mm),(mm),(mm),(%),(mm),(s),,
1,rtv_1mm,1,4,4.77,60,45,0,23/05/2024,
,,,,,,,,,
Time (s),Displacement (mm),Shifted displacement 10.89 (mm),Force (N),Strain AS (%),Stress AS (kPa),Nombre total de cycles,Nombre de cycles,Extenso strain (%),
330.158,14.0134,24.9034,0.2335,-421.3128,58.3777,10.5,1.5,4.5533,
330.178,14.0048,24.8948,0.232,-421.4925,58.0019,10.5,1.5,4.5331,
330.198,13.996,24.886,0.2305,-421.6774,57.6136,10.5,1.5,4.5104,
330.218,13.9872,24.8772,0.2292,-421.8607,57.2947,10.5,1.5,4.4884,
330.238,13.9787,24.8687,0.2287,-422.0407,57.1856,10.5,1.5,4.4677,
330.258,13.9704,24.8604,0.2282,-422.2139,57.0379,10.5,1.5,4.4463,
330.278,13.9623,24.8523,0.2269,-422.3829,56.7276,10.5,1.5,4.4244,
330.298,13.9541,24.8441,0.2265,-422.5547,56.6244,10.5,1.5,4.4033,
330.318,13.946,24.836,0.2254,-422.7254,56.3604,10.5,1.5,4.3851,
330.338,13.9376,24.8276,0.2238,-422.9016,55.957,10.5,1.5,4.3682,
330.358,13.929,24.819,0.2223,-423.0811,55.5849,10.5,1.5,4.3527,
330.378,13.9204,24.8104,0.2216,-423.2621,55.3909,10.5,1.5,4.3379,
330.398,13.9117,24.8017,0.2208,-423.4437,55.2061,10.5,1.5,4.3229,
330.418,13.9031,24.7931,0.2196,-423.6241,54.8983,10.5,1.5,4.3072,
330.438,13.8941,24.7841,0.2189,-423.8134,54.7306,10.5,1.5,4.2905,
330.458,13.8848,24.7748,0.2176,-424.0076,54.4007,10.5,1.5,4.2742,
330.478,13.8752,24.7652,0.2162,-424.2097,54.0564,10.5,1.5,4.2592,
330.498,13.8652,24.7552,0.2149,-424.4185,53.7229,10.5,1.5,4.243,
330.518,13.8551,24.7451,0.2136,-424.6315,53.393,10.5,1.5,4.2254,
330.538,13.8451,24.7351,0.2121,-424.8416,53.0256,10.5,1.5,4.2069,
330.558,13.835,24.725,0.2114,-425.0523,52.8388,10.5,1.5,4.1893,
330.578,13.8248,24.7148,0.2102,-425.2653,52.5418,10.5,1.5,4.1711,
330.598,13.8145,24.7045,0.2088,-425.4821,52.2036,10.5,1.5,4.1502,
330.618,13.8041,24.6941,0.208,-425.7003,51.9949,10.5,1.5,4.1262,
330.638,13.7939,24.6839,0.2068,-425.9148,51.6976,10.5,1.5,4.1019,
330.658,13.784,24.674,0.205,-426.121,51.2442,10.5,1.5,4.0767,
330.678,13.7744,24.6644,0.2041,-426.3222,51.0257,10.5,1.5,4.0516,
330.698,13.765,24.655,0.2036,-426.5204,50.8933,10.5,1.5,4.0263,
330.718,13.7556,24.6456,0.2018,-426.7164,50.4518,10.5,1.5,4.0022,
330.738,13.7462,24.6362,0.2004,-426.9145,50.1049,10.5,1.5,3.9795,
330.758,13.7368,24.6268,0.2,-427.1104,49.9916,10.5,1.5,3.9561,
330.778,13.7278,24.6178,0.1993,-427.3008,49.8243,10.5,1.5,3.932,
330.798,13.7192,24.6092,0.1974,-427.4807,49.3458,10.5,1.5,3.9095,
330.818,13.7106,24.6006,0.1962,-427.6606,49.0414,10.5,1.5,3.8867,
330.838,13.7021,24.5921,0.1951,-427.8388,48.7672,10.5,1.5,3.8635,
330.858,13.6937,24.5837,0.1941,-428.0154,48.5347,10.5,1.5,3.8412,
330.878,13.6851,24.5751,0.1938,-428.1942,48.4564,10.5,1.5,3.8184,
330.898,13.6768,24.5668,0.1929,-428.3684,48.2252,10.5,1.5,3.7978,
330.918,13.6687,24.5587,0.1924,-428.5387,48.0903,10.5,1.5,3.7764,
330.938,13.6609,24.5509,0.1908,-428.702,47.7114,10.5,1.5,3.753,
330.958,13.6533,24.5433,0.189,-428.8613,47.238,10.5,1.5,3.7289,
330.978,13.6455,24.5355,0.1881,-429.0255,47.015,10.5,1.5,3.7069,
330.998,13.6377,24.5277,0.1872,-429.188,46.803,10.5,1.5,3.6862,
331.018,13.6299,24.5199,0.1864,-429.3529,46.6099,10.5,1.5,3.6672,
331.038,13.6218,24.5118,0.1858,-429.5228,46.4396,10.5,1.5,3.6482,
331.058,13.6137,24.5037,0.1849,-429.6924,46.2128,10.5,1.5,3.6298,
331.078,13.6056,24.4956,0.1841,-429.8612,46.0307,10.5,1.5,3.6097,
331.098,13.5979,24.4879,0.1826,-430.0231,45.6508,10.5,1.5,3.5864,
331.118,13.5904,24.4804,0.1812,-430.181,45.2886,10.5,1.5,3.5635,
331.138,13.5829,24.4729,0.1801,-430.3381,45.0227,10.5,1.5,3.54,
331.158,13.5758,24.4658,0.1797,-430.4865,44.9213,10.5,1.5,3.5154,
331.178,13.5688,24.4588,0.1792,-430.6329,44.792,10.5,1.5,3.4935,
331.198,13.5616,24.4516,0.1789,-430.7831,44.7274,10.5,1.5,3.4738,
331.218,13.5546,24.4446,0.1777,-430.9309,44.4371,10.5,1.5,3.4557,
331.238,13.5476,24.4376,0.1771,-431.0775,44.2773,10.5,1.5,3.4367,
331.258,13.5407,24.4307,0.1758,-431.2227,43.956,10.5,1.5,3.4175,
331.278,13.534,24.424,0.1746,-431.3637,43.6461,10.5,1.5,3.3987,
331.298,13.5271,24.4171,0.1732,-431.5081,43.3082,10.5,1.5,3.3812,
331.318,13.5199,24.4099,0.1728,-431.658,43.2024,10.5,1.5,3.364,
331.338,13.5128,24.4028,0.1717,-431.8077,42.9348,10.5,1.5,3.3466,
331.358,13.5054,24.3954,0.171,-431.9633,42.7496,10.5,1.5,3.3293,
331.378,13.4977,24.3877,0.1705,-432.1233,42.6247,10.5,1.5,3.311,
331.398,13.4901,24.3801,0.1694,-432.282,42.3517,10.5,1.5,3.2921,
331.418,13.4826,24.3726,0.168,-432.4399,42.0018,10.5,1.5,3.275,
331.438,13.4753,24.3653,0.1668,-432.5941,41.7095,10.5,1.5,3.2588,
331.458,13.468,24.358,0.1657,-432.7461,41.4305,10.5,1.5,3.2426,
331.478,13.4604,24.3504,0.1653,-432.9048,41.332,10.5,1.5,3.2247,
331.498,13.4528,24.3428,0.1648,-433.0652,41.1966,10.5,1.5,3.2056,
331.518,13.4449,24.3349,0.1642,-433.2306,41.0477,10.5,1.5,3.1868,
331.538,13.4367,24.3267,0.1635,-433.4018,40.8744,10.5,1.5,3.1671,
331.558,13.4287,24.3187,0.1616,-433.5703,40.3946,10.5,1.5,3.147,
331.578,13.4208,24.3108,0.1607,-433.7366,40.1847,10.5,1.5,3.125,
331.598,13.4131,24.3031,0.1598,-433.8966,39.9394,10.5,1.5,3.1041,
331.618,13.4056,24.2956,0.1588,-434.054,39.6981,10.5,1.5,3.0856,
331.638,13.3977,24.2877,0.1581,-434.2194,39.5217,10.5,1.5,3.0656,
331.658,13.3898,24.2798,0.1576,-434.3865,39.3983,10.5,1.5,3.0419,
331.678,13.3817,24.2717,0.1568,-434.5555,39.2025,10.5,1.5,3.0187,
331.698,13.3736,24.2636,0.1557,-434.7247,38.9195,10.5,1.5,2.9995,
331.718,13.3657,24.2557,0.1538,-434.8918,38.4378,10.5,1.5,2.9834,
331.738,13.3577,24.2477,0.1528,-435.0595,38.1918,10.5,1.5,2.9668,
331.758,13.3499,24.24,0.1518,-435.2212,37.9407,10.5,1.5,2.9484,
331.778,13.3423,24.2323,0.1509,-435.3805,37.7262,10.5,1.5,2.929,
331.798,13.3346,24.2246,0.1505,-435.5433,37.6305,10.5,1.5,2.91,
331.818,13.3269,24.2169,0.1491,-435.7047,37.2817,10.5,1.5,2.8913,
331.838,13.3189,24.2089,0.1486,-435.8722,37.1524,10.5,1.5,2.8723,
331.858,13.3106,24.2006,0.1476,-436.0452,36.897,10.5,1.5,2.8538,
331.878,13.3024,24.1924,0.1459,-436.218,36.4676,10.5,1.5,2.8374,
331.898,13.2942,24.1842,0.1445,-436.3904,36.1298,10.5,1.5,2.8216,
331.918,13.2862,24.1762,0.143,-436.5586,35.7559,10.5,1.5,2.8051,
331.938,13.2778,24.1678,0.1419,-436.7338,35.4654,10.5,1.5,2.7879,
331.958,13.269,24.159,0.1413,-436.9182,35.334,10.5,1.5,2.773,
331.978,13.2599,24.1499,0.1404,-437.11,35.0939,10.5,1.5,2.7582,
331.998,13.2502,24.1402,0.1399,-437.3113,34.9705,10.5,1.5,2.7426,
332.018,13.2405,24.1305,0.1383,-437.515,34.5661,10.5,1.5,2.7236,
332.038,13.231,24.121,0.1371,-437.7145,34.2627,10.5,1.5,2.7014,
332.058,13.2218,24.1118,0.1353,-437.907,33.8172,10.5,1.5,2.6797,
332.078,13.2125,24.1025,0.135,-438.1024,33.7608,10.5,1.5,2.6562,
332.098,13.2033,24.0933,0.1337,-438.2962,33.4296,10.5,1.5,2.6329,
332.118,13.1939,24.0839,0.1321,-438.4919,33.0295,10.5,1.5,2.6097,
332.138,13.1846,24.0746,0.1316,-438.6875,32.9088,10.5,1.5,2.5852,
332.158,13.1756,24.0656,0.1312,-438.877,32.7959,10.5,1.5,2.562,
332.178,13.1669,24.0569,0.1302,-439.0583,32.55,10.5,1.5,2.5391,
332.198,13.1585,24.0485,0.1278,-439.2339,31.9375,10.5,1.5,2.515,
332.218,13.1501,24.0401,0.1268,-439.4109,31.7099,10.5,1.5,2.491,
332.238,13.1419,24.0319,0.1257,-439.5833,31.4131,10.5,1.5,2.4688,
332.258,13.1336,24.0236,0.1248,-439.7578,31.2044,10.5,1.5,2.4463,
332.278,13.1251,24.0151,0.1236,-439.9352,30.8927,10.5,1.5,2.4237,
332.298,13.1168,24.0068,0.1233,-440.1087,30.8372,10.5,1.5,2.4024,
332.318,13.1087,23.9987,0.1223,-440.2778,30.5811,10.5,1.5,2.3811,
332.338,13.101,23.991,0.1204,-440.4393,30.1069,10.5,1.5,2.3617,
332.358,13.0933,23.9833,0.1188,-440.6018,29.6938,10.5,1.5,2.345,
332.378,13.0853,23.9753,0.1188,-440.7693,29.6915,10.5,1.5,2.3281,
332.398,13.0772,23.9672,0.1176,-440.9384,29.398,10.5,1.5,2.3109,
332.418,13.0687,23.9587,0.117,-441.1166,29.2387,10.5,1.5,2.2928,
332.438,13.0601,23.9501,0.1163,-441.2983,29.0642,10.5,1.5,2.2729,
332.458,13.0514,23.9414,0.1151,-441.4795,28.7791,10.5,1.5,2.255,
332.478,13.0429,23.9329,0.1135,-441.6589,28.3642,10.5,1.5,2.2363,
332.498,13.0344,23.9244,0.1116,-441.8364,27.9031,10.5,1.5,2.2178,
332.518,13.0257,23.9157,0.1108,-442.0193,27.7111,10.5,1.5,2.1993,
332.538,13.0169,23.9069,0.1096,-442.2026,27.4014,10.5,1.5,2.1792,
332.558,13.008,23.898,0.1088,-442.3895,27.2115,10.5,1.5,2.1565,
332.578,12.9991,23.8891,0.1081,-442.576,27.0297,10.5,1.5,2.1331,
332.598,12.9904,23.8804,0.1073,-442.7584,26.8252,10.5,1.5,2.1113,
332.618,12.982,23.872,0.1062,-442.9357,26.5474,10.5,1.5,2.0893,
332.638,12.9738,23.8638,0.1049,-443.1065,26.2175,10.5,1.5,2.0669,
332.658,12.9656,23.8556,0.1037,-443.2793,25.9343,10.5,1.5,2.0449,
332.678,12.9574,23.8474,0.1022,-443.4502,25.5426,10.5,1.5,2.0226,
332.698,12.9492,23.8392,0.1013,-443.6217,25.3331,10.5,1.5,2.0017,
332.718,12.9409,23.8309,0.1007,-443.7973,25.1642,10.5,1.5,1.9799,
332.738,12.9326,23.8226,0.0996,-443.9708,24.9062,10.5,1.5,1.9576,
332.758,12.9244,23.8144,0.0992,-444.142,24.8039,10.5,1.5,1.9364,
332.778,12.9165,23.8065,0.0984,-444.308,24.5984,10.5,1.5,1.9166,
332.798,12.9086,23.7986,0.0966,-444.4739,24.1566,10.5,1.5,1.8953,
332.818,12.9005,23.7905,0.0955,-444.6431,23.8746,10.5,1.5,1.8732,
332.838,12.8927,23.7827,0.094,-444.8076,23.4986,10.5,1.5,1.8513,
332.858,12.8848,23.7748,0.0931,-444.9738,23.2701,10.5,1.5,1.8308,
332.878,12.8767,23.7667,0.0928,-445.1415,23.1884,10.5,1.5,1.8102,
332.898,12.8689,23.7589,0.0919,-445.3054,22.9668,10.5,1.5,1.7894,
332.918,12.8613,23.7513,0.0912,-445.4647,22.8092,10.5,1.5,1.7696,
332.938,12.8542,23.7442,0.0898,-445.6151,22.4511,10.5,1.5,1.751,
332.958,12.8471,23.7371,0.0881,-445.7641,22.0159,10.5,1.5,1.7326,
332.978,12.8396,23.7296,0.0874,-445.9202,21.8461,10.5,1.5,1.7136,
332.998,12.8322,23.7222,0.0864,-446.0751,21.6096,10.5,1.5,1.6967,
333.018,12.8246,23.7146,0.0854,-446.2358,21.3583,10.5,1.5,1.6813,
333.038,12.8164,23.7064,0.0852,-446.4063,21.2881,10.5,1.5,1.6637,
333.058,12.8082,23.6982,0.0843,-446.5792,21.0827,10.5,1.5,1.6466,
333.078,12.7999,23.6899,0.0833,-446.7535,20.817,10.5,1.5,1.6288,
333.098,12.7918,23.6818,0.0813,-446.9232,20.3129,10.5,1.5,1.6094,
333.118,12.7836,23.6736,0.0798,-447.0941,19.956,10.5,1.5,1.5906,
333.138,12.7752,23.6652,0.0793,-447.2711,19.8331,10.5,1.5,1.5733,
333.158,12.7666,23.6566,0.0787,-447.4504,19.682,10.5,1.5,1.5567,
333.178,12.7577,23.6477,0.0779,-447.6368,19.4866,10.5,1.5,1.5398,
333.198,12.7487,23.6387,0.0769,-447.8253,19.2248,10.5,1.5,1.5235,
333.218,12.7397,23.6297,0.0753,-448.014,18.8237,10.5,1.5,1.5084,
333.238,12.7309,23.6209,0.074,-448.2,18.4907,10.5,1.5,1.4931,
333.258,12.7219,23.6119,0.0723,-448.3887,18.0685,10.5,1.5,1.4768,
333.278,12.7125,23.6025,0.0711,-448.5842,17.7718,10.5,1.5,1.4604,
333.298,12.7029,23.5929,0.0697,-448.7865,17.4333,10.5,1.5,1.4443,
333.318,12.6927,23.5827,0.0688,-448.9995,17.2072,10.5,1.5,1.4266,
333.338,12.6824,23.5724,0.0678,-449.2161,16.9473,10.5,1.5,1.4092,
333.358,12.672,23.562,0.0664,-449.4335,16.612,10.5,1.5,1.3898,
333.378,12.6617,23.5517,0.0647,-449.6496,16.181,10.5,1.5,1.37,
333.398,12.6512,23.5412,0.0633,-449.8692,15.8341,10.5,1.5,1.3496,
333.418,12.6407,23.5307,0.0615,-450.0906,15.378,10.5,1.5,1.3275,
333.438,12.63,23.52,0.0605,-450.3134,15.1266,10.5,1.5,1.3033,
333.458,12.6197,23.5097,0.0598,-450.5313,14.9516,10.5,1.5,1.2786,
333.478,12.6096,23.4996,0.0586,-450.7421,14.6584,10.5,1.5,1.2535,
333.498,12.6,23.49,0.0568,-450.944,14.1908,10.5,1.5,1.2277,
333.518,12.5904,23.4804,0.056,-451.1456,13.9999,10.5,1.5,1.2035,
333.538,12.5807,23.4707,0.0547,-451.3471,13.6694,10.5,1.5,1.181,
333.558,12.5709,23.4609,0.0535,-451.5527,13.3793,10.5,1.5,1.1579,
333.578,12.5612,23.4512,0.052,-451.7567,12.9943,10.5,1.5,1.136,
333.598,12.5516,23.4416,0.051,-451.958,12.7529,10.5,1.5,1.1154,
333.618,12.5424,23.4324,0.049,-452.1519,12.2531,10.5,1.5,1.0928,
333.638,12.5332,23.4232,0.0484,-452.3445,12.094,10.5,1.5,1.0715,
333.658,12.5241,23.4141,0.0475,-452.5352,11.8785,10.5,1.5,1.0507,
333.678,12.515,23.405,0.046,-452.7258,11.501,10.5,1.5,1.0304,
333.698,12.5058,23.3958,0.0452,-452.9178,11.3099,10.5,1.5,1.0094,
333.718,12.4968,23.3868,0.0434,-453.1071,10.8506,10.5,1.5,0.9882,
333.738,12.4879,23.3779,0.042,-453.2931,10.5125,10.5,1.5,0.968,
333.758,12.4793,23.3693,0.0412,-453.4731,10.2909,10.5,1.5,0.9489,
333.778,12.4706,23.3606,0.0403,-453.6572,10.0643,10.5,1.5,0.931,
333.798,12.4616,23.3516,0.0396,-453.8442,9.8882,10.5,1.5,0.9116,
333.818,12.4525,23.3425,0.0378,-454.0362,9.4412,10.5,1.5,0.8938,
333.838,12.443,23.333,0.037,-454.2342,9.2615,10.5,1.5,0.8763,
333.858,12.4335,23.3235,0.0357,-454.4344,8.9285,10.5,1.5,0.857,
333.878,12.424,23.314,0.0343,-454.633,8.5706,10.5,1.5,0.8376,
333.898,12.4146,23.3046,0.0328,-454.8296,8.2004,10.5,1.5,0.8163,
333.918,12.4052,23.2952,0.0316,-455.0265,7.8968,10.5,1.5,0.7939,
333.938,12.3961,23.2861,0.0305,-455.2177,7.6162,10.5,1.5,0.7726,
333.958,12.3869,23.2769,0.0299,-455.4114,7.4679,10.5,1.5,0.7512,
333.978,12.3777,23.2677,0.0287,-455.6039,7.1817,10.5,1.5,0.728,
333.998,12.3687,23.2587,0.0278,-455.7918,6.9533,10.5,1.5,0.7053,
334.018,12.3602,23.2502,0.0266,-455.9715,6.6547,10.5,1.5,0.6835,
334.038,12.3517,23.2417,0.0242,-456.1478,6.0541,10.5,1.5,0.6622,
334.058,12.3431,23.2331,0.0236,-456.3294,5.8894,10.5,1.5,0.64,
334.078,12.3345,23.2245,0.0223,-456.5103,5.5874,10.5,1.5,0.6172,
334.098,12.3256,23.2156,0.0214,-456.6954,5.3585,10.5,1.5,0.5965,
334.118,12.3167,23.2067,0.0203,-456.8819,5.0653,10.5,1.5,0.5759,
334.138,12.3079,23.1979,0.0193,-457.0661,4.8284,10.5,1.5,0.5551,
334.158,12.2994,23.1894,0.0184,-457.2449,4.59,10.5,1.5,0.5335,
334.178,12.2911,23.1811,0.0168,-457.4201,4.2097,10.5,1.5,0.5137,
334.198,12.2826,23.1726,0.0154,-457.5974,3.8594,10.5,1.5,0.4954,
334.218,12.2744,23.1644,0.0144,-457.7697,3.5885,10.5,1.5,0.4777,
334.238,12.2661,23.1561,0.0137,-457.9441,3.4238,10.5,1.5,0.4587,
334.258,12.2576,23.1476,0.0133,-458.1209,3.3366,10.5,1.5,0.4384,
334.278,12.2493,23.1393,0.0122,-458.2946,3.0476,10.5,1.5,0.4164,
334.298,12.2412,23.1312,0.0114,-458.4651,2.8424,10.5,1.5,0.3955,
334.318,12.2333,23.1233,0.0098,-458.6307,2.4442,10.5,1.5,0.3748,
334.338,12.2252,23.1152,0.0083,-458.8004,2.0651,10.5,1.5,0.3556,
334.358,12.217,23.107,0.0072,-458.9737,1.7999,10.5,1.5,0.3395,
334.378,12.2085,23.0985,0.0056,-459.1509,1.3937,10.5,1.5,0.3249,
334.398,12.1995,23.0895,0.0049,-459.3393,1.2291,10.5,1.5,0.3088,
334.418,12.1903,23.0803,0.0042,-459.5317,1.0587,10.5,1.5,0.2924,
334.438,12.181,23.071,0.0035,-459.7267,0.8673,10.5,1.5,0.2758,
334.458,12.1719,23.0618,0.0024,-459.9193,0.602,10.5,1.5,0.2571,
334.478,12.1626,23.0526,0.0008,-460.1123,0.1998,10.5,1.5,0.2389,
334.488,12.158,23.048,-0.0001,-460.21,-0.0143,11,2,0.2304,
334.489,12.1575,23.0475,-0.0002,-460.2198,-0.0377,11,2,0.2296,
334.505,12.15,23.04,-0.0017,-460.3775,-0.4153,11,2,0.216,
334.525,12.1403,23.0303,-0.0027,-460.5811,-0.6802,11,2,0.1977,
334.545,12.1308,23.0208,-0.0031,-460.7792,-0.786,11,2,0.1785,
334.565,12.1225,23.0125,-0.0041,-460.9532,-1.028,11,2,0.1601,
334.585,12.1158,23.0058,-0.0042,-461.0943,-1.05,11,2,0.144,
334.605,12.111,23.001,-0.0047,-461.195,-1.1795,11,2,0.1259,
334.625,12.1081,22.9981,-0.0056,-461.2567,-1.3961,11,2,0.1093,
334.645,12.1066,22.9966,-0.0063,-461.2877,-1.5874,11,2,0.0959,
334.665,12.1062,22.9962,-0.0068,-461.2964,-1.705,11,2,0.0853,
334.685,12.1062,22.9962,-0.007,-461.2956,-1.7538,11,2,0.0766,
334.705,12.1068,22.9968,-0.0069,-461.2837,-1.7136,11,2,0.0794,
334.725,12.1075,22.9975,-0.0064,-461.2692,-1.6094,11,2,0.0873,
334.745,12.1078,22.9978,-0.0064,-461.2624,-1.5907,11,2,0.1003,
334.765,12.1078,22.9978,-0.0061,-461.2612,-1.5209,11,2,0.1138,
334.785,12.1079,22.9979,-0.006,-461.2593,-1.4935,11,2,0.1121,
334.805,12.1081,22.9981,-0.0066,-461.2556,-1.6485,11,2,0.1067,
334.825,12.1083,22.9983,-0.0067,-461.2509,-1.67,11,2,0.1109,
334.845,12.1085,22.9985,-0.0065,-461.2469,-1.63,11,2,0.1162,
334.865,12.1088,22.9988,-0.0061,-461.242,-1.5248,11,2,0.1158,
334.885,12.1091,22.9991,-0.0061,-461.2346,-1.5302,11,2,0.1148,
334.905,12.1096,22.9996,-0.0057,-461.2252,-1.4357,11,2,0.1174,
334.925,12.1102,23.0002,-0.0055,-461.2122,-1.3657,11,2,0.1133,
334.945,12.1112,23.0012,-0.0055,-461.1917,-1.3667,11,2,0.1129,
334.965,12.1125,23.0025,-0.0056,-461.1643,-1.4055,11,2,0.1134,
334.985,12.1142,23.0042,-0.0056,-461.1285,-1.3958,11,2,0.1218,
335.005,12.1162,23.0062,-0.005,-461.0856,-1.2616,11,2,0.1218,
335.025,12.1188,23.0088,-0.004,-461.0308,-0.9969,11,2,0.1233,
335.045,12.122,23.012,-0.0032,-460.9636,-0.8093,11,2,0.1262,
335.065,12.126,23.016,-0.0026,-460.8814,-0.6612,11,2,0.1325,
335.085,12.1307,23.0207,-0.0027,-460.7828,-0.6705,11,2,0.1507,
335.105,12.1358,23.0258,-0.0028,-460.6758,-0.6981,11,2,0.1617,
335.125,12.1412,23.0312,-0.0016,-460.5619,-0.4123,11,2,0.1669,
335.145,12.1473,23.0373,-0.0001,-460.4346,-0.0161,11,2,0.1719,
335.165,12.1544,23.0444,0.0003,-460.2852,0.0851,11,2,0.184,
335.185,12.162,23.052,0.0012,-460.1254,0.3103,11,2,0.2061,
335.205,12.1698,23.0598,0.0024,-459.9633,0.6035,11,2,0.2264,
335.225,12.178,23.068,0.0033,-459.7913,0.8264,11,2,0.2394,
335.245,12.1866,23.0766,0.0044,-459.6098,1.0906,11,2,0.2508,
335.265,12.1958,23.0858,0.0055,-459.4176,1.3717,11,2,0.2679,
335.285,12.2052,23.0952,0.0076,-459.2197,1.904,11,2,0.2744,
335.305,12.2155,23.1055,0.009,-459.0049,2.2429,11,2,0.2793,
335.325,12.2266,23.1166,0.0101,-458.7715,2.5165,11,2,0.298,
335.345,12.2383,23.1283,0.0115,-458.5271,2.8848,11,2,0.3246,
335.365,12.25,23.14,0.0134,-458.2809,3.3394,11,2,0.3525,
335.385,12.2616,23.1516,0.0149,-458.0382,3.7198,11,2,0.3837,
335.405,12.2728,23.1628,0.0165,-457.8026,4.1312,11,2,0.4169,
335.425,12.2838,23.1738,0.0176,-457.5719,4.4023,11,2,0.4501,
335.445,12.2946,23.1846,0.0192,-457.3457,4.8119,11,2,0.4729,
335.465,12.3056,23.1956,0.0207,-457.1152,5.1654,11,2,0.4969,
335.485,12.3166,23.2066,0.022,-456.885,5.4933,11,2,0.5269,
335.505,12.3272,23.2172,0.0235,-456.6615,5.8841,11,2,0.5537,
335.525,12.3377,23.2277,0.0253,-456.4414,6.319,11,2,0.5818,
335.545,12.3483,23.2383,0.0267,-456.221,6.6681,11,2,0.6012,
335.565,12.3591,23.2491,0.0272,-455.9939,6.8082,11,2,0.6225,
335.585,12.3702,23.2602,0.0289,-455.76,7.2293,11,2,0.6383,
335.605,12.3816,23.2716,0.0306,-455.521,7.6393,11,2,0.6583,
335.625,12.3929,23.2829,0.0326,-455.2844,8.1485,11,2,0.6869,
335.645,12.4041,23.2941,0.0341,-455.05,8.5171,11,2,0.7129,
335.665,12.4151,23.3051,0.036,-454.8193,9.0057,11,2,0.7362,
335.685,12.4262,23.3162,0.0374,-454.5875,9.3541,11,2,0.7582,
335.705,12.4372,23.3272,0.039,-454.3562,9.7458,11,2,0.7867,
335.725,12.448,23.338,0.0392,-454.1295,9.7918,11,2,0.8202,
335.745,12.4585,23.3485,0.0409,-453.9098,10.2359,11,2,0.8486,
335.765,12.469,23.359,0.042,-453.6907,10.5065,11,2,0.8782,
335.785,12.4793,23.3693,0.0436,-453.4729,10.8891,11,2,0.895,
335.805,12.4902,23.3802,0.0458,-453.2453,11.4591,11,2,0.911,
335.825,12.5012,23.3912,0.047,-453.014,11.7464,11,2,0.9417,
335.845,12.5119,23.4019,0.0478,-452.7904,11.9598,11,2,0.9734,
335.865,12.5222,23.4122,0.0498,-452.5747,12.4428,11,2,0.997,
335.885,12.5325,23.4225,0.051,-452.3578,12.7516,11,2,1.0111,
335.905,12.5433,23.4333,0.0523,-452.1329,13.0872,11,2,1.026,
335.925,12.5545,23.4445,0.0537,-451.898,13.4233,11,2,1.0466,
335.945,12.5657,23.4557,0.0552,-451.6616,13.7922,11,2,1.0747,
335.965,12.5768,23.4668,0.0571,-451.4297,14.2809,11,2,1.0996,
335.985,12.5879,23.4779,0.059,-451.1961,14.7537,11,2,1.1209,
336.005,12.5994,23.4894,0.0612,-450.9565,15.2939,11,2,1.1407,
336.025,12.6113,23.5013,0.0623,-450.7059,15.5779,11,2,1.1604,
336.045,12.6235,23.5135,0.063,-450.4501,15.7511,11,2,1.1821,
336.065,12.6357,23.5257,0.0642,-450.1954,16.0438,11,2,1.207,
336.085,12.6477,23.5377,0.0659,-449.9431,16.4764,11,2,1.2324,
336.105,12.6597,23.5497,0.0678,-449.6922,16.949,11,2,1.2575,
336.125,12.6717,23.5617,0.0697,-449.4395,17.417,11,2,1.283,
336.145,12.6838,23.5738,0.0714,-449.1866,17.8397,11,2,1.3096,
336.165,12.6957,23.5857,0.0731,-448.9365,18.2697,11,2,1.3366,
336.185,12.7075,23.5975,0.0743,-448.6902,18.5855,11,2,1.3644,
336.205,12.7191,23.6091,0.0753,-448.4456,18.8338,11,2,1.3946,
336.225,12.7306,23.6206,0.0763,-448.205,19.0635,11,2,1.436,
336.245,12.7415,23.6315,0.0775,-447.9776,19.3874,11,2,1.4799,
336.265,12.7514,23.6414,0.0791,-447.7698,19.7759,11,2,1.512,
336.285,12.7606,23.6506,0.0813,-447.577,20.3144,11,2,1.5341,
336.305,12.7697,23.6597,0.083,-447.3862,20.7476,11,2,1.5513,
336.325,12.779,23.669,0.0842,-447.1901,21.0594,11,2,1.5706,
336.345,12.7884,23.6784,0.0855,-446.9931,21.363,11,2,1.589,
336.365,12.7982,23.6882,0.0856,-446.7879,21.3888,11,2,1.605,
336.385,12.8082,23.6982,0.0867,-446.5778,21.6628,11,2,1.6205,
336.405,12.8185,23.7085,0.0877,-446.3634,21.9167,11,2,1.6381,
336.425,12.8288,23.7188,0.09,-446.146,22.4922,11,2,1.6579,
336.445,12.8395,23.7295,0.0918,-445.9218,22.952,11,2,1.6773,
336.465,12.8505,23.7405,0.0938,-445.6926,23.4547,11,2,1.6985,
336.485,12.8617,23.7517,0.0945,-445.4577,23.636,11,2,1.7213,
